Country,Year,code,Code,GROWTH,TEA,FDI,RGDPPC,LOGRGDPPC,INITIAL,CREDIT,RD,POPULATION,PATENTS,LOGPATENTS,PATENT,LOGPATENT,GCF,UNEMPLOYMENT,TRADE,URBAN,POLSTAB,MOBILE,BROADBAND,TELEPHONE,GOVT,EDUC,INFLATION,RGDPPC2001
Japan,2018,81,JPN,0.771168471,5.34,0.501685482,45094.73331,10.71652074,10.57838816,167.3471485,3.219199896,126811000,253630,12.44363179,2000063.086,14.50868928,25.64171431,2.467,36.6099318,91.616,1.037358642,142.4668807,32.86682379,50.24941019,36.73871,,0.989094598,39276.75558
Japan,2019,81,JPN,-0.262170829,5.35,0.780785313,44976.50808,10.71389559,10.57838816,175.3637858,3.218240023,126633000,245372,12.41053071,1937662.379,14.47699285,25.78969613,2.351,35.21641811,91.698,1.019695044,148.2722187,33.78799802,49.87865493,37.293697,,0.468776159,39276.75558
Japan,2020,,,,,,43238.29662,10.67448188,,,,,,,,,,,,,,,,,,,,
Japan,2021,81,JPN,3.032130828,6.27,0.69924673,44549.33834,10.70435258,10.57838816,193.7353073,3.295809984,125681593,222452,12.31246663,1769964.835,14.38647024,25.71904735,2.828,36.77148329,91.867,1.015356421,160.8817412,35.01207062,49.42007036,42.70323,,-0.233352779,39276.75558
Japan,2022,81,JPN,1.403822375,6.35,1.157755629,45174.73192,10.71829318,10.57838816,194.9457943,,125124989,,,,,26.58763885,2.6,46.84373214,91.955,1.073910952,167.5231573,35.96141955,48.98751685,44.092537,,2.497702782,39276.75558
Japan,2023,,,,,,46268.41723,10.74221487,,,,,,,,,,,,,,,,,,,,
Jordan,2000,,,,,,8615.962363,9.061371851,,,,,,,,,,,,,,,,,,,,
Jordan,2001,,,,,,8881.821723,9.091761964,,,,,,,,,,,,,,,,,,,,
Jordan,2002,,,,,,9195.665961,9.126487561,,,,,,,,,,,,,,,,,,,,
Jordan,2003,,,,,,9364.315016,9.144661469,,,,,,,,,,,,,,,,,,,,
Jordan,2004,962,JOR,5.892371284,18.18,8.209222707,9916.095225,9.201914496,9.091761964,74.69885921,,5532423,42,3.737669618,7591.610403,8.934799022,27.38385099,14.619,134.6216119,78.321,-0.234758884,29.35621517,0.18841654,11.52860148,36.583473,,3.361868215,8881.821723
Jordan,2005,,,,,,10447.9885,9.254164751,,,,,,,,,,,,,,,,,,,,
Jordan,2006,,,,,,10555.55155,9.264407214,,,,,,,,,,,,,,,,,,,,
Jordan,2007,,,,,,10716.71597,9.279560042,,,,,,,,,,,,,,,,,,,,
Jordan,2008,,,,,,11214.33884,9.324948492,,,,,,,,,,,,,,,,,,,,
Jordan,2009,962,JOR,2.737209654,10.24,9.834178745,11521.29881,9.351952672,9.091761964,73.31976343,,6780493,60,4.094344562,8848.914083,9.088050028,32.53951982,12.9,112.1519982,84.928,-0.356457055,88.70102642,3.510010778,7.392354419,34.535248,,-0.739069743,8881.821723
Jordan,2010,,,,,,11531.59158,9.352845642,,,,,,,,,,,,,,,,,,,,
Jordan,2011,,,,,,11549.43073,9.354391427,,,,,,,,,,,,,,,,,,,,
Jordan,2012,,,,,,11662.88357,9.364166734,,,,,,,,,,,,,,,,,,,,
Jordan,2013,,,,,,11216.17422,9.325112142,,,,,,,,,,,,,,,,,,,,
Jordan,2014,,,,,,10305.70358,9.240452767,,,,,,,,,,,,,,,,,,,,
Jordan,2015,,,,,,9632.637337,9.172912334,,,,,,,,,,,,,,,,,,,,
Jordan,2016,962,JOR,-2.820745287,8.2,3.892851429,9360.925173,9.144299408,9.091761964,70.95308036,0.695469975,9964656,22,3.091042453,2207.80326,7.6997533,23.40441876,15.275,88.7207179,90.506,-0.496246248,98.53271402,2.983785893,4.055453595,28.418453,,-0.778430463,8881.821723
Jordan,2017,,,,,,9357.040325,9.143884315,,,,,,,,,,,,,,,,,,,,
Jordan,2018,,,,,,9313.704486,9.139242195,,,,,,,,,,,,,,,,,,,,
Jordan,2019,962,JOR,-0.520071102,9.11,1.639712631,9265.266601,9.134027913,9.091761964,76.9001413,,10698683,21,3.044522438,1962.858419,7.582157067,21.41342533,16.801,85.82143874,91.203,-0.274439603,72.70773421,4.276189882,3.323184732,30.036636,,0.761514047,8881.821723
Jordan,2020,,,,,,8970.220283,9.101665512,,,,,,,,,,,,,,,,,,,,
Jordan,2021,,,,,,9115.019511,9.117678828,,,,,,,,,,,,,,,,,,,,
Jordan,2022,,,,,,9222.515447,9.129403104,,,,,,,,,,,,,,,,,,,,
Jordan,2023,,,,,,9421.003606,9.150696902,,,,,,,,,,,,,,,,,,,,
Kazakhstan,2000,,,,,,13472.53458,9.508408417,,,,,,,,,,,,,,,,,,,,
Kazakhstan,2001,,,,,,15317.35476,9.636741763,,,,,,,,,,,,,,,,,,,,
Kazakhstan,2002,,,,,,16817.76169,9.73019085,,,,,,,,,,,,,,,,,,,,
Kazakhstan,2003,,,,,,18320.07937,9.815752971,,,,,,,,,,,,,,,,,,,,
Kazakhstan,2004,,,,,,19939.76113,9.900471064,,,,,,,,,,,,,,,,,,,,
Kazakhstan,2005,,,,,,21680.34275,9.984161265,,,,,,,,,,,,,,,,,,,,
Kazakhstan,2006,,,,,,23747.63453,10.07523821,,,,,,,,,,,,,,,,,,,,
Kazakhstan,2007,701,,7.661443135,9.36,11.41902975,25567.04604,10.14905954,9.636741763,,0.208839998,15484192,1633,7.398174093,105462.3967,11.56610974,35.52669949,7.26,92.1616331,56.609,0.647996783,76.98720041,1.689164705,20.22286953,,11.51592,10.84683621,15317.35476
Kazakhstan,2008,,,,,,25920.69871,10.16279711,,,,,,,,,,,,,,,,,,,,
Kazakhstan,2009,,,,,,25716.84739,10.1549016,,,,,,,,,,,,,,,,,,,,
Kazakhstan,2010,,,,,,27206.93942,10.21122735,,,,,,,,,,,,,,,,,,,,
Kazakhstan,2011,,,,,,28804.9411,10.26830222,,,,,,,,,,,,,,,,,,,,
Kazakhstan,2012,,,,,,29765.31398,10.30109903,,,,,,,,,,,,,,,,,,,,
Kazakhstan,2013,,,,,,31100.32315,10.34497349,,,,,,,,,,,,,,,,,,,,
Kazakhstan,2014,701,,2.67672093,13.72,3.300631119,31932.79201,10.37138872,9.636741763,,0.167219996,17288285,1742,7.462789157,100761.8743,11.52051533,25.79024724,5.06,64.97203465,57.118,0.036018156,162.5461324,12.20988867,24.74605648,,,6.84944977,15317.35476
Kazakhstan,2015,701,,-0.268267117,11,3.567374022,31847.12683,10.36870245,9.636741763,37.72910693,0.169510007,17542806,1271,7.147559271,72451.35128,11.1906706,27.9079156,4.93,53.04972881,57.191,-0.038353074,147.5074806,12.90094046,23.25533282,,11.99777,6.678285856,15317.35476
Kazakhstan,2016,701,,-0.327514634,10.15,12.54662028,31742.82283,10.36542193,9.636741763,33.03022982,0.141790003,17794055,993,6.900730664,55805.15515,10.92962153,27.82758289,4.96,60.31159659,57.264,0.001462973,141.2436051,12.99827481,21.74455002,,,14.36109424,15317.35476
Kazakhstan,2017,701,,2.693432136,11.32,2.85205738,32597.79422,10.3919999,9.636741763,29.18759774,0.126670003,18037776,1055,6.961296046,58488.36353,10.9765831,26.35248253,4.9,56.82538794,57.336,0.024372295,145.7470439,14.06566291,20.12906055,,,7.442663213,15317.35476
Kazakhstan,2018,,,,,,33491.14862,10.41903646,,,,,,,,,,,,,,,,,,,,
Kazakhstan,2019,,,,,,34549.8077,10.45015726,,,,,,,,,,,,,,,,,,,,
Kazakhstan,2020,701,,-3.757983451,20.1,4.211999903,33251.43164,10.4118531,9.636741763,25.6352311,0.126019999,18755666,803,6.688354714,42813.72893,10.6646141,28.80691536,4.89,57.02644237,57.671,-0.257630289,128.0024709,13.80666236,16.28621331,,,6.718154549,15317.35476
Kazakhstan,2021,701,,2.953381358,19.91,2.316796009,33893.89546,10.4309902,9.636741763,26.01022236,0.130229995,19191356,,,,,26.53343559,5.556,58.66860858,57.821,-0.231327519,127.4765953,14.34430766,15.52681705,,,8.04147134,15317.35476
Kazakhstan,2022,,,,,,34188.20622,10.43963602,,,,,,,,,,,,,,,,,,,,
Kazakhstan,2023,,,,,,35452.96985,10.4759623,,,,,,,,,,,,,,,,,,,,
Kenya,2000,,,,,,3731.221984,8.224491069,,,,,,,,,,,,,,,,,,,,
Kenya,2001,,,,,,3756.733043,8.231304987,,,,,,,,,,,,,,,,,,,,
Kenya,2002,,,,,,3664.409879,8.206422586,,,,,,,,,,,,,,,,,,,,
Kenya,2003,,,,,,3661.584157,8.205651163,,,,,,,,,,,,,,,,,,,,
Kenya,2004,,,,,,3735.134138,8.225539011,,,,,,,,,,,,,,,,,,,,
Kenya,2005,,,,,,3839.744914,8.253161215,,,,,,,,,,,,,,,,,,,,
Kenya,2006,,,,,,3968.448931,8.2861306,,,,,,,,,,,,,,,,,,,,
Kenya,2007,,,,,,4116.402896,8.322734977,,,,,,,,,,,,,,,,,,,,
Kenya,2008,,,,,,4004.871042,8.29526666,,,,,,,,,,,,,,,,,,,,
Kenya,2009,,,,,,4016.612281,8.29819411,,,,,,,,,,,,,,,,,,,,
Kenya,2010,,,,,,4219.707899,8.347521186,,,,,,,,,,,,,,,,,,,,
Kenya,2011,,,,,,4319.563899,8.370909727,,,,,,,,,,,,,,,,,,,,
Kenya,2012,,,,,,4404.244673,8.390324053,,,,,,,,,,,,,,,,,,,,
Kenya,2013,,,,,,4462.65784,8.403499796,,,,,,,,,,,,,,,,,,,,
Kenya,2014,,,,,,4580.391229,8.429539695,,,,,,,,,,,,,,,,,,,,
Kenya,2015,,,,,,4703.297665,8.456019173,,,,,,,,,,,,,,,,,,,,
Kenya,2016,,,,,,4794.714164,8.475269374,,,,,,,,,,,,,,,,,,,,
Kenya,2017,,,,,,4871.580462,8.491173694,,,,,,,,,,,,,,,,,,,,
Kenya,2018,,,,,,5043.161639,8.525788474,,,,,,,,,,,,,,,,,,,,
Kenya,2019,,,,,,5197.228101,8.555880705,,,,,,,,,,,,,,,,,,,,
Kenya,2020,,,,,,5079.927728,8.533052314,,,,,,,,,,,,,,,,,,,,
Kenya,2021,,,,,,5360.361903,8.586786771,,,,,,,,,,,,,,,,,,,,
Kenya,2022,,,,,,5513.859683,8.615020144,,,,,,,,,,,,,,,,,,,,
Kenya,2023,,,,,,5699.821191,8.648190083,,,,,,,,,,,,,,,,,,,,
Kiribati,2000,,,,,,2470.68998,7.812252735,,,,,,,,,,,,,,,,,,,,
Kiribati,2001,,,,,,2347.201248,7.760978939,,,,,,,,,,,,,,,,,,,,
Kiribati,2002,,,,,,2337.424158,7.756804815,,,,,,,,,,,,,,,,,,,,
Kiribati,2003,,,,,,2253.340079,7.720168874,,,,,,,,,,,,,,,,,,,,
Kiribati,2004,,,,,,2196.263969,7.694513,,,,,,,,,,,,,,,,,,,,
Kiribati,2005,,,,,,2176.51734,7.685481328,,,,,,,,,,,,,,,,,,,,
Kiribati,2006,,,,,,2262.407603,7.724184836,,,,,,,,,,,,,,,,,,,,
Kiribati,2007,,,,,,2288.236751,7.735536822,,,,,,,,,,,,,,,,,,,,
Kiribati,2008,,,,,,2177.90951,7.686120755,,,,,,,,,,,,,,,,,,,,
Kiribati,2009,,,,,,2147.153781,7.671898421,,,,,,,,,,,,,,,,,,,,
Kiribati,2010,,,,,,2128.913896,7.663367221,,,,,,,,,,,,,,,,,,,,
Kiribati,2011,,,,,,2166.543129,7.680888148,,,,,,,,,,,,,,,,,,,,
Kiribati,2012,,,,,,2257.470338,7.722000146,,,,,,,,,,,,,,,,,,,,
Kiribati,2013,,,,,,2387.703543,7.778087322,,,,,,,,,,,,,,,,,,,,
Kiribati,2014,,,,,,2383.237746,7.77621524,,,,,,,,,,,,,,,,,,,,
Kiribati,2015,,,,,,2616.70882,7.869672632,,,,,,,,,,,,,,,,,,,,
Kiribati,2016,,,,,,2762.992281,7.924069531,,,,,,,,,,,,,,,,,,,,
Kiribati,2017,,,,,,2817.020523,7.943435053,,,,,,,,,,,,,,,,,,,,
Kiribati,2018,,,,,,2868.240438,7.961454033,,,,,,,,,,,,,,,,,,,,
Kiribati,2019,,,,,,2915.991213,7.97796508,,,,,,,,,,,,,,,,,,,,
Kiribati,2020,,,,,,2846.392386,7.953807642,,,,,,,,,,,,,,,,,,,,
Kiribati,2021,,,,,,3036.415136,8.018432867,,,,,,,,,,,,,,,,,,,,
Kiribati,2022,,,,,,3096.883384,8.038151525,,,,,,,,,,,,,,,,,,,,
Kiribati,2023,,,,,,3174.383255,8.062868642,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",2000,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",2001,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",2002,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",2003,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",2004,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",2005,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",2006,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",2007,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",2008,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",2009,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",2010,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",2011,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",2021,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",2022,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,2008,,,,,,7088.515315,8.866231192,,,,,,,,,,,,,,,,,,,,
Kosovo,2009,,,,,,7469.8671,8.918632487,,,,,,,,,,,,,,,,,,,,
Kosovo,2010,,,,,,7860.315682,8.969582048,,,,,,,,,,,,,,,,,,,,
Kosovo,2011,,,,,,8325.606051,9.027091111,,,,,,,,,,,,,,,,,,,,
Kosovo,2012,,,,,,8431.755644,9.039760291,,,,,,,,,,,,,,,,,,,,
Kosovo,2013,,,,,,8828.286544,9.085716225,,,,,,,,,,,,,,,,,,,,
Kosovo,2014,383,,3.6535868,4.03,2.825519165,9150.835788,9.121600497,,37.01186277,,1812771,,,,,27.84600087,,77.07605216,,-0.340774536,,,,,,0.428957808,
Kosovo,2015,,,,,,9825.41962,9.192728145,,,,,,,,,,,,,,,,,,,,
Kosovo,2016,,,,,,10434.9534,9.252916354,,,,,,,,,,,,,,,,,,,,
Kosovo,2017,,,,,,10856.38719,9.292508867,,,,,,,,,,,,,,,,,,,,
Kosovo,2018,,,,,,11188.23069,9.322617674,,,,,,,,,,,,,,,,,,,,
Kosovo,2019,,,,,,11774.20342,9.373666266,,,,,,,,,,,,,,,,,,,,
Kosovo,2020,,,,,,11137.61484,9.318083383,,,,,,,,,,,,,,,,,,,,
Kosovo,2021,,,,,,12362.70481,9.422439543,,,,,,,,,,,,,,,,,,,,
Kosovo,2022,,,,,,13022.53634,9.4744367,,,,,,,,,,,,,,,,,,,,
Kosovo,2023,,,,,,13546.95142,9.513916814,,,,,,,,,,,,,,,,,,,,
Kuwait,2000,,,,,,59451.21555,10.99291135,,,,,,,,,,,,,,,,,,,,
Kuwait,2001,,,,,,57879.76225,10.96612307,,,,,,,,,,,,,,,,,,,,
Kuwait,2002,,,,,,58002.58841,10.96824292,,,,,,,,,,,,,,,,,,,,
Kuwait,2003,,,,,,66298.87255,11.10192817,,,,,,,,,,,,,,,,,,,,
Kuwait,2004,,,,,,71324.06904,11.17498912,,,,,,,,,,,,,,,,,,,,
Kuwait,2005,,,,,,75999.71597,11.23848488,,,,,,,,,,,,,,,,,,,,
Kuwait,2006,,,,,,77285.32828,11.25525941,,,,,,,,,,,,,,,,,,,,
Kuwait,2007,,,,,,77231.23389,11.25455924,,,,,,,,,,,,,,,,,,,,
Kuwait,2008,,,,,,74842.29828,11.22313849,,,,,,,,,,,,,,,,,,,,
Kuwait,2009,,,,,,65948.62477,11.09663131,,,,,,,,,,,,,,,,,,,,
Kuwait,2010,,,,,,61152.0564,11.02111877,,,,,,,,,,,,,,,,,,,,
Kuwait,2011,,,,,,62765.21687,11.04715633,,,,,,,,,,,,,,,,,,,,
Kuwait,2012,,,,,,61979.04433,11.03455161,,,,,,,,,,,,,,,,,,,,
Kuwait,2013,,,,,,58361.39821,10.97440996,,,,,,,,,,,,,,,,,,,,
Kuwait,2014,,,,,,56859.53598,10.94833922,,,,,,,,,,,,,,,,,,,,
Kuwait,2015,,,,,,55043.20761,10.91587375,,,,,,,,,,,,,,,,,,,,
Kuwait,2016,,,,,,54703.6928,10.9096865,,,,,,,,,,,,,,,,,,,,
Kuwait,2017,,,,,,51155.17961,10.84261903,,,,,,,,,,,,,,,,,,,,
Kuwait,2018,,,,,,50066.4551,10.8211065,,,,,,,,,,,,,,,,,,,,
Kuwait,2019,,,,,,49341.85889,10.80652806,,,,,,,,,,,,,,,,,,,,
Kuwait,2020,965,KWT,-7.169356849,19.2,-0.519058654,47604.11,10.77067438,10.96612307,6.257857234,0.186609998,4360444,,,,,,3.535,,100,0.225190043,155.2673535,1.695882346,13.38081627,66.51814,,2.101729548,57879.76225
Kuwait,2021,,,,,,49668.99747,10.81313622,,,,,,,,,,,,,,,,,,,,
Kuwait,2022,,,,,,52486.14464,10.8683045,,,,,,,,,,,,,,,,,,,,
Kuwait,2023,,,,,,50824.71535,10.83613804,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,2000,,,,,,3638.434917,8.1993089,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,2001,,,,,,3795.869868,8.241668878,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,2002,,,,,,3760.535414,8.232316624,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,2003,,,,,,3982.933538,8.289773897,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,2004,,,,,,4211.533208,8.345582043,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,2005,,,,,,4156.990701,8.332546702,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,2006,,,,,,4240.148239,8.35235351,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,2007,,,,,,4558.6997,8.424792708,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,2008,,,,,,4894.96947,8.495963318,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,2009,,,,,,4975.817301,8.512344918,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,2010,,,,,,4893.629096,8.495689454,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,2011,,,,,,5122.39234,8.541376863,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,2012,,,,,,5033.357857,8.523842606,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,2013,,,,,,5473.061393,8.607593409,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,2014,,,,,,5580.223769,8.626984157,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,2015,,,,,,5678.372339,8.644419911,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,2016,,,,,,5805.102552,8.66649256,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,2017,,,,,,5963.81939,8.693466392,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,2018,,,,,,6065.992088,8.710453384,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,2019,,,,,,6213.961968,8.73455397,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,2020,,,,,,5661.258207,8.641401445,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,2021,,,,,,5802.388972,8.666025003,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,2022,,,,,,6140.059574,8.722589724,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,2023,,,,,,6402.196251,8.764396375,,,,,,,,,,,,,,,,,,,,
Lao PDR,2000,,,,,,2899.211255,7.972193998,,,,,,,,,,,,,,,,,,,,
Lao PDR,2001,,,,,,3016.602337,8.011886423,,,,,,,,,,,,,,,,,,,,
Lao PDR,2002,,,,,,3145.907807,8.053857778,,,,,,,,,,,,,,,,,,,,
Lao PDR,2003,,,,,,3288.109774,8.098068142,,,,,,,,,,,,,,,,,,,,
Lao PDR,2004,,,,,,3449.19936,8.145897414,,,,,,,,,,,,,,,,,,,,
Lao PDR,2005,,,,,,3640.826505,8.199965997,,,,,,,,,,,,,,,,,,,,
Lao PDR,2006,,,,,,3892.377303,8.266775382,,,,,,,,,,,,,,,,,,,,
Lao PDR,2007,,,,,,4122.38705,8.324187656,,,,,,,,,,,,,,,,,,,,
Lao PDR,2008,,,,,,4376.492422,8.384002866,,,,,,,,,,,,,,,,,,,,
Lao PDR,2009,,,,,,4633.766669,8.441125352,,,,,,,,,,,,,,,,,,,,
Lao PDR,2010,,,,,,4954.534501,8.508058497,,,,,,,,,,,,,,,,,,,,
Lao PDR,2011,,,,,,5275.303111,8.570791418,,,,,,,,,,,,,,,,,,,,
Lao PDR,2012,,,,,,5617.737883,8.63368435,,,,,,,,,,,,,,,,,,,,
Lao PDR,2013,,,,,,5984.106898,8.696862383,,,,,,,,,,,,,,,,,,,,
Lao PDR,2014,,,,,,6352.316957,8.7565749,,,,,,,,,,,,,,,,,,,,
Lao PDR,2015,,,,,,6717.79186,8.812514787,,,,,,,,,,,,,,,,,,,,
Lao PDR,2016,,,,,,7081.129437,8.865188699,,,,,,,,,,,,,,,,,,,,
Lao PDR,2017,,,,,,7453.945835,8.916498813,,,,,,,,,,,,,,,,,,,,
Lao PDR,2018,,,,,,7800.297574,8.961917162,,,,,,,,,,,,,,,,,,,,
Lao PDR,2019,,,,,,8103.920093,9.000103186,,,,,,,,,,,,,,,,,,,,
Lao PDR,2020,,,,,,8025.235775,8.990346328,,,,,,,,,,,,,,,,,,,,
Lao PDR,2021,,,,,,8111.056067,9.000983357,,,,,,,,,,,,,,,,,,,,
Lao PDR,2022,,,,,,8215.12824,9.013732641,,,,,,,,,,,,,,,,,,,,
Lao PDR,2023,,,,,,8406.389091,9.036747302,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,2000,,,,,,7818.5791,8.964258116,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,2001,,,,,,8150.188714,9.005796361,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,2002,,,,,,8560.496139,9.054913428,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,2003,,,,,,9075.571839,9.11334167,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,2004,,,,,,9732.697071,9.183246328,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,2005,,,,,,10385.44568,9.248160651,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,2006,,,,,,11243.78037,9.327570399,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,2007,,,,,,12264.98055,9.414503371,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,2008,,,,,,12992.39897,9.472119771,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,2009,,,,,,13216.60992,9.489229645,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,2010,,,,,,14122.61398,9.55553262,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,2011,,,,,,14977.44563,9.614300724,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,2012,,,,,,15696.72432,9.661207328,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,2013,,,,,,16384.00135,9.70406061,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,2014,,,,,,17036.2503,9.743098723,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,2015,,,,,,17600.29661,9.775671034,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,2016,,,,,,18193.36494,9.808812243,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,2017,,,,,,18981.36068,9.85121276,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,2018,,,,,,19854.79221,9.896200678,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,2019,,,,,,20634.5963,9.934724378,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,2020,,,,,,20499.1094,9.92813672,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,2021,,,,,,21905.72134,9.99450313,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,2022,,,,,,22529.90694,10.0225989,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,2023,,,,,,23430.29396,10.06178508,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,2000,,,,,,14685.71507,9.594630536,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,2001,,,,,,14536.56634,9.584422571,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,2002,,,,,,14413.18516,9.575898703,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,2003,,,,,,14579.83018,9.587394358,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,2004,,,,,,15168.84358,9.626998839,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,2005,,,,,,15567.99579,9.652972534,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,2006,,,,,,16173.01582,9.691099442,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,2007,,,,,,16820.72341,9.730366942,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,2008,,,,,,17245.30145,9.755295006,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,2009,,,,,,16668.02964,9.721247771,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,2010,,,,,,17561.01531,9.773436685,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,2011,,,,,,18150.94402,9.80647785,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,2012,,,,,,18426.12262,9.821524644,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,2013,,,,,,18751.111,9.839008283,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,2014,,,,,,18830.27396,9.843221171,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,2015,,,,,,18732.32785,9.838006072,,,,,,,,,,,,,,,,,,,,
